"CO_NBM";"NO_NBM"
"2933400699";"QQ.OUT.SAL DE AMODIAQUINA"
"2933590400";"DIETILCARBAMAZINA"
"2933590600";"PIRIMETAMINA"
"2933590999";"QQ.OUT.TIOUREIDO CICLICO,EXCETO TIPENTAL"
"2933591900";"MIANSERINA E SEUS SAIS"
"2933592300";"METOTREXATO"
"2933592600";"HIPOXANTINA"
"2933690400";"CICLONITA"
"2933790100";"1-VINIL-2-PIRROLIDONA"
"2933900100";"TRIPTOFANO E SEUS SAIS"
"2933900200";"ACIDO NALIDIXICO"
"2933900800";"PINDOLOL"
"2933902300";"METOTREXATO."
"2933903100";"HEXAMETILENOTETRAMINA"
"2933903200";"CARBENDAZIM"
"2933903400";"ALBENDAZOL (COMPOSTO HETEROCICLICO)"
"4901109999";"QQ.OUT.LIVRO/BROCHURA/IMPRESSO SEMELH.EM FLS.SOLTAS"
"4901919900";"OUTS.DICIONARIOS/ENCICLOPEDIAS/FASCICULOS"
"4906000199";"QQ.OUT.PLANO/PLANTA/DESENHO INDAL.C/VALOR COMERCIAL"
"4907000200";"CERTIFIFICADO DE ACOES/OBRIGACOES E TITULOS SEMELHS."
"4907009900";"SELOS POSTAIS/SELOS FISCAIS/PAPEL SELADO/PAPEL-MOEDA/"
"5004000000";"FIO DE SEDA,P/VENDA A RETALHO"
"5101119902";"LA DE TOSQUIA,N/CARDADA,N/PENTEADA,46'S<FINURA<64'S"
"5101290102";"LA DESENGORD.N/CARDADA,N/CARBONIZ.BRANQ.46'S<FIN<=64'S"
"5101300104";"LA CARBONIZADA,N/CARD.N/PENT.BRANQ/NAT.N/CLASSIF.FINURA"
"2206000800";"""VINHO"" DE CAJU"
"2207100100";"ALCOOL ETILICO N/DESNATURADO,TEOR>=80%V,CARBURANTE"
"2208100101";"DESTILADO ALCOOLICO (UISQUE DE MALTE)"
"2208109901";"PREPARACAO ALCOOLICA COMPOSTA,DE VINHO"
"2208109902";"PREPARACAO ALCOOLICA COMPOSTA,DE BAGACO DE UVA"
"2208300100";"UISQUES,EM RECIPIENTES DE CAP<=180ML"
"2208309900";"UISQUES,EM RECIPIENTES DE CAP> 1000ML"
"2208400100";"RUM"
"2208400300";"AGUARDENTE DE MELACO OU CACHACA"
"2208900299";"QQ.OUT.AGUARDENTE SIMPLES"
"2208900301";"AGUARDENTE COMPOSTO,DE ALCATRAO"
"2208900303";"AGUARDENTE COMPOSTO,DE CASCAS/POLPAS/ERVAS/RAIZES"
"2208900502";"APERITIVOS E AMARGOS,DE MACA"
"2208909999";"QQ.OUT.BEBIDA ALCOOLICA"
"2301200100";"FARINHA/ETC.DE PEIXES,IMPROPRIO P/ALIMENTACAO HUMANA"
"2301200200";"FARINHA/ETC.DE CRUSTACEOS,IMPROPRIO P/ALIMENT.HUMANA"
"2302100100";"FARELO DE MILHO,DA PENEIRACAO/MOAGEM/TRATAMENTO"
"2302300100";"FARELO DE TRIGO,DA PENEIRACAO/MOAGEM/TRATAMENTO"
"2302309900";"SEMEAS/OUTS.RESIDUOS DE TRIGO,DA PENEIRACAO/MOAGEM/ETC"
"2926900300";"CIANOCARBAMATO DE METILA"
"2926900800";"BETA-METOXIPROPIONONITRILA"
"2926901600";"4-CIANO-2-DIMETILAMINO-4,4-DIFENILBUTANO"
"2927000700";"ACIDO 1-DIAZO-2-NAFTOL-4-SULFONICO"
"2928000300";"CARBIDOPA"
"2928000800";"AMINOGUANIDINA (DERIV.ORGAN.DA HIDRAZINA/HIDROXILAMINA)"
"2929100201";"MISTURA DE ISOMEROS DE DIISOCIANATO DE TOLUENO"
"2929900200";"CICLAMATO DE CALCIO"
"2929909900";"OUTS.COMPOSTOS DE OUTS.FUNCOES NITROGENADAS (AZOTADAS)"
"2930100300";"BUTILXANTATOS"
"2930200199";"QQ.OUT.DITIOCARBAMATO"
"2930900600";"ACEDAPSONA (TIOCOMPOSTO ORGANICO)"
"2930901800";"CLOROTIOFORMATO DE S-ETILA"
"2930902200";"FORMOTION"
"2930902400";"SETOXIDIM"
"2931000302";"METILDICLOROSILANO"
"2931000303";"DIMETILDICLOROSILANO"
"4009100100";"MANGUEIRAS DE BORRACHA S/OUT.MATER.S/ACESS.P/AUTOMOVS."
"4009500200";"MANGUEIRAS DE BORRACHA VULCAN.C/ACESS.P/AUTOMOVEIS"
"4011400000";"PNEUMATICOS NOVOS,DE BORRACHA,P/MOTOCICLETAS"
"4012200100";"PNEUMATICOS USADOS,DE BORRACHA,C/BLINDAGEM LAMINA ACO"
"4013200000";"CAMARAS-DE-AR DE BORRACHA,P/BICICLETAS"
"4015190101";"LUVAS DE BORRACHA VULCANIZADA,P/PROTECAO DE ALTA TENSAO"
"4015900100";"VESTUARIO DE BORRACHA VULCANIZADA,DE SEGURANCA/PROTECAO"
"4015900200";"VESTUARIO DE BORRACHA VULCANIZADA,DE MERGULHADOR"
"4016990300";"DIAFRAGMAS,DE BORRACHA VULCANIZADA N/ENDURECIDA"
"4016990500";"TAPETES P/AUTOMOVEIS,DE BORRACHA VULCANIZ.N/ENDURECIDA"
"4101100200";"PELES INTEIRAS,DE BOVINO,SALGADA/SECA,PESO<=14KG"
"4101290200";"OUTS.PELES DE BOVINO,SALGADAS-UMIDAS,EM BRUTO"
"4101400000";"PELES DE EQUIDEO,FRESCAS/SECAS/SALGADAS/ETC.EM BRUTO"
"4102210000";"PELES DE OVINO,""PICLADAS"",EM BRUTO"
"4103200100";"PELES DE JACARE,EM BRUTO"
"4104100100";"COURO/PELE DE BOVINO,INTEIRO,APERGAMINHADO,S<=2.6M2"
"0713109900";"ERVILHAS (PISUM SATIVUM),SECAS EM GRAOS,EXC.SEMEADURA"
"0713900000";"OUTS.LEGUMES DE VAGEM,SECOS,EM GRAOS"
"0714909900";"OUTS.RAIZES/TUBERCULOS SEMELHANTES,FRESCOS/SECOS"
"0801100200";"COCOS FRESCOS/SECOS,S/CASCA,MESMO RALADOS"
"0801209900";"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),EM OUTRAS FORMAS"
"0802400100";"CASTANHA (CASTANEA SPP),FRESCA/SECA,C/CASCA"
"0802400200";"CASTANHA (CASTANEA SPP),FRESCA/SECA,S/CASCA"
"0805300100";"LIMOES (CITRUS LIMON/CITRUS LIMONUM),FRESCOS/SECOS"
"2008509900";"DAMASCOS PREPARADOS/CONSERVADOS DE OUT.MODO"
"2008709900";"PESSEGOS PREPARADOS/CONSERVADOS DE OUT.MODO"
"2008920300";"MISTURA DE FRUTA COZIDA,CONGELADA,S/ACUCAR"
"2008929900";"OUTS.MISTURAS DE FRUTAS PREPARS/CONSERVS.DE OUT.MODO"
"2008990103";"BANANAS CONSERVADAS EM CALDA"
"2008990104";"FIGOS CONSERVADOS EM CALDA"
"2008990107";"MAMOES CONSERVADAS EM CALDA"
"2009110100";"SUCOS DE LARANJAS,CONCENTRADOS,CONGELADOS"
"2009309900";"SUCOS DE OUTROS CITRICOS"
"2009700000";"SUCOS DE MACAS"
"2102100200";"LEVEDURAS TIPO SACCHAROMYCES BOULARDI,VIVAS"
"2102200100";"LEVEDURAS MORTAS"
"2103900102";"MOLHOS PREPARADOS,DE PIMENTA"
"2106900104";"PREPAR.COMPOSTA CONTENDO EXTRATO DE SEMENTE DE GUARANA"
"2106900105";"PREPAR.COMPOSTA CONTENDO EXTRATO DE OUTS.SEMENTES"
"3603000100";"ESTOPINS/RASTILHOS,DE SEGURANCA,E CORDEIS DETONANTES"
"3606100000";"COMBUSTIVEL LIQUIDO/GAS.RECARREG.ISQUEIRO,RECIP<=300CM3"
"3606900199";"QQ.OUT.FERROCERIO E OUTS.LIGAS PIROFOSFORICAS"
"3701100100";"CHAPAS/FILMES P/RAIO X,SENSIB.2FACES,P/USO MEDICO"
"3701990199";"QQ.OUT.CHAPA/FILME,P/FOTO POLICROM.SENSIB.1FACE"
"3702549900";"FILME P/FOTO POLICR.16<L<35MM,ROLO<=30M,EXC.P/DIAPOSIT."
"3702550100";"FILME P/FOTO POLICROM.L=35MM,ROLO>30M"
"3702930000";"FILME P/FOTO MONOCROM.SENSIB.N/IMPRES.L<=35MM,ROLO<=30M"
"3703100100";"PAPEL/CARTAO/ETC.P/FOTO POLICROM.SENSIB.EM ROLO,L>610MM"
"0204420000";"OUTS.CARNES DE OVINO,NAO DESOSSADAS,CONGELADAS"
"0206290200";"CORACAO DE BOVINO,CONGELADO"
"0206290300";"RABO DE BOVINO,CONGELADO"
"0206290400";"RIM DE BOVINO,CONGELADO"
"0206410000";"FIGADOS DE SUINO,CONGELADOS"
"0209000102";"TOUCINHO SEM PARTES MAGRAS,SALGADO OU EM SALMOURA"
"0209000202";"GORDURA DE PORCO,NAO FUNDIDA,SALGADA OU EM SALMOURA"
"0302210000";"LINGUADOS-GIGANTES FRESCOS,REFRIGERADOS,EXC.FILES,ETC."
"0302390000";"OUTS.ATUNS,BONITOS,FRESCOS,REFRIGERADOS,EXC.FILES,ETC."
"0302500000";"BACALHAUS FRESCOS OU REFRIGERADOS,EXC.FILES,OUTS.CARNES"
"0302610000";"SARDINHA FRESCA OU REFRIGER.EXC.FILES,OUTS.CARNES,ETC."
"2615900101";"TANTALITA - MINERIO DE TANTALO"
"2615900102";"COLUMBITA (NIOBITA) - MINERIO DE NIOBIO"
"2618000000";"ESCORIAS DE ALTOS-FORNOS,GRANULADAS,DA FABR.FERRO/ACO"
"2620110000";"MATES DE GALVANIZACAO,CONTENDO ZINCO"
"2701190000";"HULHA N/AGLOMERADA,EXC.ANTRACITA/BETUMINOSA"
"2702100000";"LINHITAS NAO AGLOMERADAS"
"2704009900";"SEMICOQUES DE HULHA/LINHITA/TURFA,CARVAO DE RETORTA"
"2707100000";"BENZOIS"
"2707500100";"NAFTA SOLVENTE"
"2710000203";"GRAXA LUBRIFICANTE,A BASE DE SABAO DE LITIO"
"2710000401";"QUEROSENE DE AVIACAO"
"2710009901";"OLEO DE PETROLEO/MINERAL BETUMINOSO,PARCIALM.REFINADOS"
"2711290201";"PROPANO GASOSO,EM BRUTO"
"2714100000";"XISTOS E AREIAS BETUMINOSOS"
"2908900802";"PICRATO DE AMONIO"
"2909110000";"ETER DIETILICO (OXIDO DE DIETILA)"
"2909190300";"ETER AMILETILICO"
"2909191200";"ETER VINILETILICO"
"2909191300";"ETER DIBROMOMETILICO"
"2909301500";"ETER DIFENILICO DO GLICOL"
"2911009900";"OUTS.ACETAIS/SEMI-ACETAIS/DERIVADOS HALOGENADOS/ETC."
"2912190400";"ALDEIDO CAPRICO"
"2912190900";"ALDEIDO PELARGONICO"
"2912191000";"ALDEIDO PROPIONICO"
"2912191500";"2-METILUNDECANAL"
"2912199900";"OUTS.ALDEIDOS ACICLICOS,S/OUT.FUNCAO OXIGENADA"
"2912290101";"ALDEIDO P-ISOPROPIL-ALFA-METILIDROCINAMICO (CICLAMEN)"
"2912290104";"ALDEIDO ALFA-AMILCINAMICO"
"5105409900";"PELOS GROSSEIROS,CARDADOS/PENTEADOS,EXC.""TOPS"""
"5107100201";"FIO DE LA PENTEADA>=85%,RETORC.CABO=2,TIT.INGL<=2/48'S"
"5107200101";"FIO DE LA PENTEADA<85%,SIMPLES,CRUA,TIT.INGL<=1/48'S"
"5108200000";"FIO DE PELOS FINOS,PENTEADOS"
"5112300200";"TECIDO DE PELO FINO PENTEADO C/FIBRA SINT/ARTIF.DESCONT"
"5204110100";"LINHA P/COSTURA,DE ALGODAO>=85%,FIO CRU,N/MERCERIZADO"
"5205139900";"OUTS.FIOS ALGODAO>=85%,SIMPLES,FIBRA N/PENT.D>=192.31"
"5205219900";"OUTS.FIOS ALGODAO>=85%,SIMPLES,FIBRA PENT.D>=714.29"
"5206120100";"FIO DE ALGODAO<85%,SIMPLES,FIBRA N/PENT.CRU,DEC>=232.56"
"2308909900";"OUTS.MATERIAS/DESPERDICIOS/ETC.VEGETAIS,P/ALIM.ANIMAL"
"2309900402";"CONDIMENTOS N/ACUCAR.P/FABR.DE ALIM.COMPLEM.DE ANIMAIS"
"2401209999";"QQ.OUT.FUMO (TABACO) DESTALADO"
"2403100101";"FUMO AROMATIZADO,PICADO,DESFIADO,MIGADO OU EM PO"
"2403109900";"OUTS.FUMOS MESMO C/SUCEDANEOS DO FUMO"
"2403999900";"OUTS.PRODUTOS DO FUMO (TABACO)"
"2501000102";"SAIS DE MESA OU DE COZINHA"
"2501000103";"SAIS-GEMAS"
"2506100200";"QUARTZO COM PROPRIEDADES PIEZOELETRICAS"
"2513190000";"PEDRAS-POMES EM OUTS.FORMAS"
"2513290100";"ESMERIL,EXC.EM BRUTO/EM FRAGMENTO IRREGULAR"
"2513290300";"TRIPOLE EXC.EM BRUTO/EM FRAGMENTO IRREGULAR"
"2931000505";"HIDROXIDO DE TRIFENILESTANHO"
"2931000602";"ACIDO AMINOOXIFENILARSINICO,SEUS SAIS E DERIVADOS"
"2931000603";"CIANETO DE DIFENILARSINA (CLARK I,CLARK II)"
"2931009900";"OUTS.COMPOSTOS ORGANO-INORGANICOS"
"2932120000";"2-FURALDEIDO (FURFURAL)"
"2932190100";"RANITIDINA E SEUS SAIS"
"2932190300";"NITROVIM"
"2932290300";"NONALACTONA"
"2932900605";"CLORALOSE."
"2932900700";"SEMI-ACETAIS INTERNOS"
"2932900900";"ACETAIS CICLICOS"
"2933110100";"DIPIRONA (METAMPIRONA)"
"2933210100";"FENITOINA E SEUS SAIS"
"2933310100";"PIRIDINA"
"2933391900";"BETA-PICOLINA"
"3212900000";"OUTS.PIGMENTOS DISPERSOS EM MEIO N/AQUOSO/LIQUIDO/PASTA"
"3213109900";"CORES P/ATIVIDADE EDUCATIVA/RECREACAO/ETC.EM SORTIDOS"
"3213909900";"CORES P/ATIVIDADE EDUCATIVA/RECREACAO,EXC.SORTIDOS"
"3301240000";"OLEO ESSENCIAL DE HORTELA-PIMENTA (MENTHA PIPERITA)"
"3301900100";"SOLUCOES CONCENTR.DE OLEO ESSENCIAL,OBTID.ABSORCAO FRIA"
"3301900301";"AGUA DESTIL.AROMAT/ETC.DE OLEO ESSENCIAL DE CANELA"
"3304209900";"OUTS.PRODS.DE MAQUILAGEM,PARA OS OLHOS"
"3304300400";"BASES PARA UNHAS"
"3307209900";"OUTS.DESODORANTES CORPORAL/ANTIPERSPIRANTE"
"3307900100";"PAPEL IMPREGNADO/REVESTIDO DE PERFUME/COSMETICO"
"2202900601";"REFRIGERANTE C/EXTR.GUARANA,VIDRO RETORN.CAP<=260ML."
"2202901099";"QQ.OUT.REFRIGERANTE C/EXTR.GUARANA,EM LATA,CAP>260ML"
"2202901102";"REFRIGERANTE C/EXTR.SEMENTE,VIDRO RETORN.260<CAP<=360ML"
"2202901399";"QQ.OUT.REFRIGERANTE C/EXTR.SEMENTE,EM RECIP.PLASTICO"
"2202909900";"OUTS.BEBIDAS NAO ALCOOLICAS"
"2203000299";"QQ.OUT.CERVEJA DE MALTE,BAIXA FERMENT.VIDRO RET.C>660ML"
"2203000400";"CERVEJA DE MALTE,EM BARRIL OU RECIPIENTE SEMELHANTE"
"2204210102";"VINHO DE MESA,FRISANTE,EM RECIPIENTE,CAP<=2L"
"2204210200";"VINHO DE MESA,FRISANTE,EM RECIPIENTE<=2L"
"2204210399";"QQ.OUT.VINHO DE MESA,FINO/NOBRE,RECIP>1.1L"
"2204210499";"QQ.OUT.VINHO DE MESA,ESPECIAL,RECIP>1000ML"
"2204210502";"VINHO DE MESA,COMUM,EM 180ML<RECIP<=375ML"
"2204210503";"VINHO DE MESA,COMUM,EM 375ML<RECIP<=670ML"
"2204219900";"OUTS.VINHOS/MOSTOS DE UVAS,EM RECIP<=2L"
"2922300400";"TETRAMETILDIAMINOBENZOFENONA E SEUS SAIS"
"2922410100";"LISINA"
"2922420100";"ACIDO GLUTAMICO"
"2922490400";"CLORAMBUCIL E SEUS SAIS"
"2922490800";"MELFALANO E SEUS SAIS"
"2922491001";"N-FENILGLICINA (ACIDO ANILINOACETICO)"
"2922501000";"METILDOPA"
"2922501101";"TARTARATO DE METOPROLOL"
"2922501199";"QQ.OUT.METOPROLOL E SEUS SAIS,EXCETO TARTARATO"
"2922502000";"STP [DOM,2-AMINO-1-(2,5-DIMETOXI-4-METIL)FENILPROPANO]"
"2922502100";"GLIFOSATO."
"2923900100";"BETAINA E SEUS SAIS"
"2923900700";"HIDROXINAFTOATO DE BEFENIO"
"2925200101";"ARGININA"
"2925200600";"AMITRAZ"
"2926100000";"ACRILONITRILA"
"2926900199";"QQ.OUT.SAL DE VERAPAMIL"
"2926900500";"CIPERMETRINA"
"2926900600";"DELTAMETRINA"
"2927000199";"QQ.OUT.DERIVADO/SAIS DO ACIDO AMINOAZOBENZENOSULFONICO"
"2927000400";"AZO-BIS-ISOBUTIRONITRILA"
"2927000800";"ACIDO 6-NITRO-1-DIAZO-2-NAFTOL-4-SULFONICO"
"2928000100";"HIDRAZIDAS DE ACIDOS CARBOXILICOS"
"2928000200";"METILETILACETOXIMA"
"2928000700";"ACETATO DE GUANABENZO"
"2930300100";"DISSULFIRAM (DISSULFETO DE TETRAETILTIOURAMA)"
"2930900400";"CISTEINA"
"2930900700";"TETRADIFON (TETRACLORODIFENILSULFONA)"
"2930901199";"QQ.OUT.2-ETILTIOETANOL,EM CONCENTRACAO> 98%"
"2930901400";"DIMETOATO"
"2930902700";"CARBOCISTEINA"
"2930903900";"ISOSSULFOCIANATO DE ALILA (OLEO MOSTARDA)"
"2930904200";"CAPTAN"
"4008210400";"CHAPAS/FLS/ETC.DE BORRACHA N/ALVEOL.P/SOLA DE CALCADO"
"4008219900";"CHAPAS/FLS/ETC.DE BORRACHA VULCAN.N/ALVEOL.N/ENDURECIDA"
"4008290000";"VARETAS/PERFIS DE BORRACHA VULCAN.N/ENDUREC.N/ALVEOLAR"
"4009209900";"OUTS.TUBOS DE BORRACHA VULCAN.N/ENDUR.C/METAIS,S/ACESS."
"4009309900";"OUTS.TUBOS DE BORRACHA VULCAN.N/ENDUR.C/TEXTEIS,S/ACESS"
"4009400000";"TUBO DE BORRACHA VULCAN.N/ENDUR.C/OUTS.MATERS.S/ACESS."
"4015190102";"LUVAS DE BORRACHA VULCANIZADA,P/PROTECAO DE RAIOS X"
"4015199900";"OUTS.LUVAS DE BORRACHA VULCANIZADA N/ENDUR.P/OUTS.USOS"
"4016930100";"JUNTAS/GAXETAS/ETC.DE BORRACHA VULCANIZ.P/AERONAUTICA"
"4016939900";"JUNTAS/GAXETAS/ETC.DE BORRACHA VULCANIZADA,P/OUTS.USOS"
"4016990700";"VIRAS P/CALCADOS,DE BORRACHA VULCANIZADA,N/ENDURECIDA"
"4016999900";"OUTS.OBRAS DE BORRACHA VULCANIZADA N/ENDURECIDA"
"0713400000";"LENTILHAS SECAS,EM GRAOS"
"0713500000";"FAVAS E FAVA FORRAGEIRA,SECAS,EM GRAOS"
"0714200000";"BATATAS-DOCES,FRESCAS OU SECAS"
"0801100100";"COCOS FRESCOS/SECOS,C/CASCA"
"0802110000";"AMENDOAS FRESCAS OU SECAS,COM CASCA"
"0802310000";"NOZES COM CASCA,FRESCAS OU SECAS"
"0804200200";"FIGOS SECOS"
"0804300000";"ABACAXIS (ANANASES) FRESCOS OU SECOS"
"0805909900";"OUTS.CITRICOS,FRESCOS OU SECOS"
"0809300100";"PESSEGOS FRESCOS"
"0809300200";"""BRUGNONS"" E NECTARINAS FRESCAS"
"0809400000";"AMEIXAS E ABRUNHOS,FRESCOS"
"0810400000";"AIRELAS/MIRTILOS/OUTS.FRUTAS GENERO VACCINIUM,FRESCAS"
"0811200100";"FRAMBOESAS/AMORAS/GROSELHAS,CONGELADAS,ACUCARADAS"
"0811909902";"PERAS CONGELADAS,NAO ACUCARADAS,COZIDAS OU NAO"
"0811909999";"QQ.OUT.FRUTA CONGELADA,NAO ACUCARADA,COZIDA OU NAO"
"0813300000";"MACAS SECAS"
"0902100200";"CHA VERDE (NAO FERMENTADO),EM RECIPIENTES<=1KG"
"0902200100";"CHA VERDE (NAO FERMENTADO),EM FOLHAS FRESCAS"
"0908200000";"MACIS"
"0910200000";"ACAFRAO"
"2903300305";"3-IODO-1-PROPENO (IODETO DE ALILA)"
"2903400103";"CLOROTRIFLUORMETANO"
"2903400199";"QQ.OUT.CLOROFLUORMETANO"
"2903400205";"TETRACLORODIFLUORETANO"
"4421100000";"CABIDES DE MADEIRA,PARA VESTUARIO"
"4421900299";"QQ.OUT.CARRETEL/BOBINA/ETC.DE MADEIRA TORNEADA"
"4601990000";"OUTS.MATERIAS P/ENTRANCAR"
"4602900100";"CESTAS/BOLSAS/SACOLAS/ESTOJOS,DE OUTS.MATERIAS"
"4703110000";"PASTA QUIMICA DE MADEIRA CONIFERA,A SODA/SULFATO,CRUA"
"4704210000";"PASTA QUIMICA DE MADEIRA CONIF.AO BISSULFITO,BRANQUEADA"
"4801000100";"PAPEL DE JORNAL,C/LINHA D'AGUA,EM ROLOS/FOLHAS"
"4801000299";"QQ.OUT.PAPEL DE JORNAL,S/LINHA D'AGUA,EM ROLOS,P>54G/M2"
"4803000200";"PAPEL KRAFT"
"4804390101";"PAPEL KRAFT DIELETR.P/CONDENS.EM ROLO/FLS.P<=20G/M2"
"2836990400";"CARBONATO DE NIQUEL"
"2836990700";"PEROXACARBONATOS (PERCARBONATOS)"
"2837190200";"CIANETO DE POTASSIO"
"2837200300";"FERROCIANETO DE SODIO"
"2837200400";"FERRICIANETO DE POTASSIO"
"2837209900";"OUTS.CIANETOS COMPLEXOS"
"2838000500";"FULMINATO DE MERCURIO"
"2838009900";"OUTS.FULMINATOS,CIANATOS E TIOCIANATOS"
"2839900201";"MONOSSILICATO DE CHUMBO"
"2839900500";"SILICATO DE METAIS ALCALINOS COMERCIAIS"
"2839900800";"SILICATO DE CESIO"
"2840200100";"BORATO DE SODIO"
"2840300100";"PERBORATO DE SODIO"
"2841500300";"CROMATO DE BARIO"
"2841900301";"TITANATO DE BARIO"
"2841900302";"TITANATO DE CHUMBO"
"2843109900";"METAL PRECIOSO,ESTADO COLOIDAL,EXC.A PRATA"
"2844300201";"URANIO EMPOBRECIDO EM U235 EM BRUTO/DESPERDS/SUCATAS"
"2844400100";"PIGMENTO LUMINOFORO"
"2844400200";"MOLIBDENIO 99"
"2846100300";"FLUORETO DE CERIO"
"2846100400";"HIDROXIDO DE CERIO"
"2846109900";"OUTS.COMPOSTOS DE CERIO"
"2846900101";"OXIDO DE PRASEODIMIO (TERRAS RARAS)"
"2941100502";"CARBENICILINA DISSODICA"
"2941109900";"OUTS.PENICILINAS/DERIVS/ETC.C/ESTRUT.ACIDO PENICILANICO"
"2941200300";"SULFATO DE ESTREPTOMICINA"
"2941309900";"OUTS.DERIVS.DE TETRACICLINA E SEUS SAIS"
"2941900399";"QQ.OUT.RIFAMICINA,SEUS DERIVADOS E SEUS SAIS"
"2941900500";"NISTATINA,SEUS DERIVADOS E SEUS SAIS"
"2941901401";"CEFTRIAXONA"
"2941901501";"CEFOXITINA E SEUS SAIS"
"2941902202";"SULFATO DE COLISTINA"
"2941902600";"NOVOBIOCINA E SEUS DERIVADOS,SAIS DESTES PRODUTOS"
"2941902799";"QQ.OUT.ESPECTINOMICINA E SEUS SAIS"
"2941903201";"CLORIDRATO DE CLINDAMICINA"
"2941903203";"FOSFATO DE CLINDAMICINA"
"2941903800";"CEFACLOR MONOIDRATO"
"2941904400";"CEFUROXIMA"
"1701120100";"ACUCAR CRISTAL,DE BETERRABA,EM BRUTO"
"1701919900";"OUTS.ACUCARES DE CANA/BETERRABA,C/AROMATIZANTE/CORANTE"
"1701999900";"OUTS.ACUCARES DE CANA/BETERRABA,NO ESTADO SOLIDO"
"1702309900";"GLICOSE/XAROPE DE GLICOSE,FRUTOSE< 20%"
"1702600000";"FRUTOSE E XAROPE DE FRUTOSE,CONTEUDO>50%"
"1702909900";"OUTS.ACUCARES"
"1804000000";"MANTEIGA,GORDURA E OLEO,DE CACAU"
"1806329900";"OUTS.PREPAR.ALIMENT.C/CACAU,N/RECHEADOS,EM TABLETE/ETC."
"1806900101";"CHOCOLATE EM PO,EM EMBALAGENS DE PESO<=2KG"
"1806900103";"CHOCOLATE EM PASTA,EM EMBALAGENS DE PESO<=2KG"
"1901100101";"PREPAR.ALIMENTICIA INFANTIL,C/CACAU>=25%,P/VDA.RETALHO"
"1902209900";"OUTS.MASSAS ALIMENTICIAS RECHEADAS"
"1902400000";"""COUSCOUS"" (MASSA ALIMENTICIA)"
"2938900900";"HESPERIDINA"
"2939101200";"DIIDROMORFINA"
"2939101600";"HIDROMORFINOL"
"2939102100";"N-OXIMORFINA"
"2939102200";"MIROFINA"
"2939103200";"TEBACONA"
"2939210200";"CLORIDRATO DE QUININA"
"2939400103";"FENILPROPANOLAMINA (DL-NOREFEDRINA)"
"2939400500";"SULFATO DE D-PSEUDOEFEDRINA"
"2939600702";"SAIS DO ACIDO LISERGICO (9,10-DIDEIDRO-6-METILERGOLINO-"
"2939600901";"MALEATO DE METILERGOMETRINA"
"2939900701";"CLORIDRATO DE ETAFEDRINA"
"2939902102";"HARMALINA (HARMIDINA/ETER METILICO DE HARMALOL/ETC.)"
"2940000100";"GLUCOSE-1-FOSFATO"
"4408900299";"QQ.OUT.MADEIRA SERRADA LONGIT/CORTADA EM FLS.ESP<=6MM"
"4410909901";"PAINEIS DE PARTICULAS DE OUT.MATERIA LENHOSA,C/ENCAIXE/"
"4411390100";"PAINEIS DE FIBRA DE MADEIRA,TRAB.D<=0,50G/CM3,EM PERFIS"
"4411990100";"PAINEIS DE FIBRA DE MADEIRA,TRAB.D<=0,35G/CM3,EM PERFIS"
"4412910100";"MADEIRA ESTRATIFICADA,C/PAINEL DE PARTICULAS,EM PERFIS"
"4412919900";"OUTS.MADEIRAS ESTRATIFICAD.N/CONIF.C/PAINEL PARTICULAS"
"4417000103";"CABOS DE MADEIRA,P/ESCOVAS/PINCEIS/ARTEFATOS SEMELHS."
"4417000200";"ARMACOES P/ESCOVAS/ARTEFATOS SEMELHS.DE MADEIRA"
"2905190400";"ALCOOL CERILICO"
"2905220200";"LINALOL"
"2905220300";"GERANIOL"
"2905410000";"2-ETIL-2-(HIDROXIMETIL) PROPANO-1,3-DIOL"
"2905500100";"ETILENO CLORIDRINA (2-CLOROETANOL)"
"2906130100";"INOSITOL"
"2906190500";"TERPINA E HIDRATO DE TERPINA"
"2906210000";"ALCOOL BENZILICO"
"2906290100";"ALCOOL CINAMICO"
"2907110000";"FENOL (HIDROXIBENZENO) E SEUS SAIS"
"2907190300";"P-TERC-BUTILFENOL E SEUS SAIS"
"2907190400";"CARVACROL"
"2907220000";"HIDROQUINONA E SEUS SAIS"
"2907299900";"OUTS.POLIFENOIS"
"2908109900";"OUTS.DERIVADOS HALOGENADOS DOS FENOIS/FENOIS-ALCOOIS"
"2908200300";"ESTIBOFENO."
"4404209900";"MADEIRA DE NAO CONIFERAS,EM OUTRAS FORMAS"
"4407230299";"QQ.OUT.MADEIRA DE BABOEN/ETC.APLAINADA/POLIDA/ETC.E>6MM"
"4407920100";"MADEIRA DE FALA,FENDIDA LONGITUDINALMENTE,ESPESSURA>6MM"
"4407990203";"MADEIRA DE PEROBA,SERRADA LONGIT/CORT.EM FLS.ESP>6MM"
"4407990209";"MADEIRA DE ANDIROBA,SERRADA LONGIT/CORT.EM FLS.ESP>6MM"
"4407990212";"MADEIRA DE JATOBA,SERRADA LONGIT/CORTADA EM FLS.ESP>6MM"
"4407990213";"MADEIRA DE PAU-MARFIM,SERRADA LONGIT.CORT.FLS.ESP>6MM"
"4407990215";"MADEIRA DE CANAFISTULA,SERRADA LONGIT/CORT.FLS.ESP>6MM"
"4407990299";"QQ.OUT.MADEIRA SERRADA LONGIT/CORTADA EM FLS.ESP>6MM"
